ImageId,has_defect,defect_map,class
0526d780c.jpg,1,[0 0 1 0],2
052838084.jpg,1,[0 0 1 0],2
052cc2a0f.jpg,1,[0 0 0 1],3
054190eb2.jpg,1,[0 0 1 0],2
05747b10b.jpg,1,[0 1 0 0],1
057b89dd5.jpg,1,[0 0 1 0],2
0582ac66c.jpg,1,[0 0 0 1],3
059327fe3.jpg,1,[0 0 1 0],2
05a08c565.jpg,0,[0 0 0 0],0
05a2c2eb0.jpg,0,[0 0 0 0],0
0606395c5.jpg,1,[0 0 1 0],2
060c3159e.jpg,1,[0 1 0 0],1
063fa1630.jpg,1,[0 0 0 1],3
0645d69f9.jpg,1,[0 0 1 0],2
066bed8c1.jpg,0,[0 0 0 0],0
06ad83bac.jpg,1,[0 0 1 0],2
06ae96c30.jpg,1,[0 0 1 0],2
06d3a99cb.jpg,1,[0 0 1 0],2
06f4583b1.jpg,1,[0 0 1 0],2
07134bc11.jpg,0,[0 0 0 0],0
073f2a466.jpg,0,[0 0 0 0],0
078cb6932.jpg,0,[0 0 0 0],0
079054aa2.jpg,1,[0 0 1 0],2
079ff61ce.jpg,0,[0 0 0 0],0
07a5651ce.jpg,1,[0 0 1 0],2
07b1a9644.jpg,1,[0 0 1 0],2
07cbfd1f8.jpg,1,[0 0 1 1],2
07e68173c.jpg,0,[0 0 0 0],0
07edbd095.jpg,0,[0 0 0 0],0
07edcfc26.jpg,0,[0 0 0 0],0
07edd4209.jpg,0,[0 0 0 0],0
08041ffdb.jpg,0,[0 0 0 0],0
084abb378.jpg,0,[0 0 0 0],0
086739d4f.jpg,0,[0 0 0 0],0
086bf54f4.jpg,0,[0 0 0 0],0
08808b1a2.jpg,1,[1 0 0 0],0
08a1a079b.jpg,1,[1 0 1 0],0
08c8229e3.jpg,0,[0 0 0 0],0
08e21ba66.jpg,0,[0 0 0 0],0
08f0b26ac.jpg,1,[0 0 1 0],2
08f5d5a29.jpg,0,[0 0 0 0],0
08fe9f644.jpg,0,[0 0 0 0],0
091fcc239.jpg,0,[0 0 0 0],0
092614afe.jpg,1,[0 0 0 1],3
092f2587c.jpg,0,[0 0 0 0],0
0970201e2.jpg,1,[0 0 1 0],2
0999e53af.jpg,1,[1 0 0 0],0
09a3a5730.jpg,0,[0 0 0 0],0
09c4ca5ef.jpg,0,[0 0 0 0],0
09d87038e.jpg,1,[0 0 1 0],2
09e06e897.jpg,1,[0 0 1 0],2
09ee01161.jpg,1,[0 0 1 0],2
0a405b396.jpg,1,[0 0 1 0],2
0a427a066.jpg,0,[0 0 0 0],0
0a5ad2f0f.jpg,0,[0 0 0 0],0
0a5cff3a7.jpg,1,[0 0 1 0],2
0a728f2a5.jpg,0,[0 0 0 0],0
0a740fe74.jpg,0,[0 0 0 0],0
0a8306bfe.jpg,1,[0 0 1 0],2
0aa66dd72.jpg,0,[0 0 0 0],0
0ae08c27e.jpg,0,[0 0 0 0],0
0b1e5a7a5.jpg,1,[0 1 0 0],1
0b5018316.jpg,1,[0 1 0 0],1
0b620e67a.jpg,0,[0 0 0 0],0
0b8575001.jpg,1,[0 0 1 0],2
0bb304645.jpg,1,[1 0 0 0],0
0bbec39a3.jpg,0,[0 0 0 0],0
0bc8070d5.jpg,1,[0 0 1 0],2
0bd505b1b.jpg,0,[0 0 0 0],0
0bd6da716.jpg,1,[1 0 0 0],0
0bda9a0eb.jpg,1,[0 0 1 0],2
0be878d63.jpg,0,[0 0 0 0],0
0becaa911.jpg,0,[0 0 0 0],0
0c3fdad18.jpg,0,[0 0 0 0],0
0c6d171c6.jpg,0,[0 0 0 0],0
0c6f55571.jpg,0,[0 0 0 0],0
0c888ecb5.jpg,1,[0 0 1 1],2
0c9425441.jpg,0,[0 0 0 0],0
0ca915b9f.jpg,1,[0 0 1 0],2
0cdce1e66.jpg,0,[0 0 0 0],0
0ce3a145f.jpg,1,[0 0 1 0],2
0cefc1f4f.jpg,1,[0 0 1 0],2
0d0c21687.jpg,0,[0 0 0 0],0
0d1ada935.jpg,0,[0 0 0 0],0
0d22c1559.jpg,1,[0 0 1 0],2
0d22de6d4.jpg,0,[0 0 0 0],0
0d2a4e766.jpg,1,[0 0 1 0],2
0d2c6fdf8.jpg,0,[0 0 0 0],0
0d324f7bd.jpg,0,[0 0 0 0],0
0d4866e3c.jpg,1,[0 1 0 0],1
0d7943344.jpg,0,[0 0 0 0],0
0da1c044f.jpg,1,[0 0 1 0],2
0da6615e7.jpg,0,[0 0 0 0],0
0db7ec4f0.jpg,1,[0 0 1 0],2
0e15479f7.jpg,0,[0 0 0 0],0
0e3ade070.jpg,0,[0 0 0 0],0
0e45812d6.jpg,0,[0 0 0 0],0
0e5e3f570.jpg,1,[0 0 1 0],2
0e650e720.jpg,1,[0 0 0 1],3
0e6ff7484.jpg,0,[0 0 0 0],0
0e7f04eb4.jpg,1,[0 0 1 0],2
0e86dea5b.jpg,1,[1 0 0 0],0
0ea151b2f.jpg,1,[0 0 1 0],2
0ed6dadbd.jpg,1,[0 0 1 0],2
0f059464d.jpg,0,[0 0 0 0],0
0f0c71c3e.jpg,1,[0 0 1 0],2
0f388ff6d.jpg,0,[0 0 0 0],0
0f4709f57.jpg,0,[0 0 0 0],0
0f4a022fd.jpg,1,[0 0 1 0],2
0f55795dc.jpg,0,[0 0 0 0],0
0f9f79a88.jpg,1,[1 0 0 0],0
0fac62a3e.jpg,0,[0 0 0 0],0
0fb56c62d.jpg,1,[1 0 0 0],0
0fcafcb3b.jpg,1,[0 0 1 0],2
1014162c3.jpg,0,[0 0 0 0],0
10145b58a.jpg,0,[0 0 0 0],0
1028475d0.jpg,0,[0 0 0 0],0
105f93d9e.jpg,1,[0 0 1 0],2
10b6f12f1.jpg,1,[0 0 1 0],2
10bbf7cb3.jpg,1,[0 0 1 0],2
10c5015a2.jpg,0,[0 0 0 0],0
10f1276ce.jpg,0,[0 0 0 0],0
114e89e60.jpg,1,[0 0 1 0],2
115f3e6ad.jpg,0,[0 0 0 0],0
11a92e52f.jpg,0,[0 0 0 0],0
11aaf18e2.jpg,1,[0 0 1 0],2
11b37e4d7.jpg,1,[0 0 1 0],2
11b3d69a1.jpg,0,[0 0 0 0],0
11b60701f.jpg,0,[0 0 0 0],0
11bda65f0.jpg,1,[0 0 1 0],2
11c481d5e.jpg,1,[0 0 1 0],2
11ff6a6f4.jpg,1,[0 0 1 0],2
1205a8e2b.jpg,0,[0 0 0 0],0
122e9279c.jpg,0,[0 0 0 0],0
123a05e48.jpg,0,[0 0 0 0],0
12471d0d5.jpg,1,[1 0 0 0],0
12630149a.jpg,0,[0 0 0 0],0
127f33e12.jpg,0,[0 0 0 0],0
12c03a410.jpg,0,[0 0 0 0],0
12d7ffca7.jpg,0,[0 0 0 0],0
12dc92cfd.jpg,0,[0 0 0 0],0
12e5fd049.jpg,0,[0 0 0 0],0
12ee58841.jpg,1,[0 0 1 0],2
132511b8b.jpg,1,[0 0 0 1],3
135be73db.jpg,1,[0 0 1 0],2
136e82a7f.jpg,0,[0 0 0 0],0
1395f831c.jpg,0,[0 0 0 0],0
13a12ca2b.jpg,0,[0 0 0 0],0
13ab7b13e.jpg,1,[0 0 1 0],2
13b66e5de.jpg,1,[0 0 0 1],3
13cf44f8d.jpg,0,[0 0 0 0],0
141bea747.jpg,1,[0 0 0 1],3
14277cfb6.jpg,0,[0 0 0 0],0
1435cd970.jpg,1,[0 0 1 0],2
1435e5572.jpg,0,[0 0 0 0],0
144e06202.jpg,0,[0 0 0 0],0
1453b2506.jpg,0,[0 0 0 0],0
1470535be.jpg,0,[0 0 0 0],0
1473a83e2.jpg,1,[0 0 1 0],2
147be765a.jpg,0,[0 0 0 0],0
147ca5516.jpg,1,[0 0 0 1],3
1481a35e4.jpg,0,[0 0 0 0],0
14b5ab5a6.jpg,0,[0 0 0 0],0
14e90eb54.jpg,1,[0 0 1 0],2
150b95c70.jpg,0,[0 0 0 0],0
1592ad79d.jpg,0,[0 0 0 0],0
15afcbaf7.jpg,0,[0 0 0 0],0
15b56e942.jpg,0,[0 0 0 0],0
15d258692.jpg,1,[0 0 1 0],2
15d355039.jpg,0,[0 0 0 0],0
162de780e.jpg,1,[0 0 1 0],2
1636d2e36.jpg,0,[0 0 0 0],0
164df9af8.jpg,0,[0 0 0 0],0
164ed8257.jpg,0,[0 0 0 0],0
166645a0b.jpg,1,[0 0 1 0],2
16a50624d.jpg,1,[0 0 0 1],3
16a8c937b.jpg,0,[0 0 0 0],0
16c01355c.jpg,0,[0 0 0 0],0
16cf961d6.jpg,1,[1 0 0 0],0
16d76e80f.jpg,0,[0 0 0 0],0
16f5ada73.jpg,0,[0 0 0 0],0
16f6acb96.jpg,0,[0 0 0 0],0
175abd8ac.jpg,0,[0 0 0 0],0
177151af4.jpg,0,[0 0 0 0],0
17856c79c.jpg,0,[0 0 0 0],0
17e12e6cb.jpg,0,[0 0 0 0],0
17e7cd5c6.jpg,1,[0 0 1 0],2
17f611256.jpg,1,[0 0 1 0],2
1800cd0b0.jpg,0,[0 0 0 0],0
181454b94.jpg,1,[0 0 1 0],2
183383e8d.jpg,1,[0 0 1 0],2
1841b3825.jpg,0,[0 0 0 0],0
184bd091d.jpg,0,[0 0 0 0],0
184eb988e.jpg,0,[0 0 0 0],0
1878c476c.jpg,0,[0 0 0 0],0
18ace9a9a.jpg,1,[0 0 0 1],3
18af1ceb1.jpg,0,[0 0 0 0],0
18ba753ff.jpg,1,[0 1 0 0],1
18bacf0e3.jpg,1,[0 0 1 0],2
18c141479.jpg,1,[0 0 1 0],2
18e2f6396.jpg,0,[0 0 0 0],0
190190a6f.jpg,1,[0 0 0 1],3
1919bde53.jpg,1,[1 0 0 0],0
193eeae52.jpg,1,[0 0 1 0],2
194cce1be.jpg,1,[1 0 0 0],0
194e207f7.jpg,0,[0 0 0 0],0
195a41c2d.jpg,1,[0 0 1 0],2
19656c148.jpg,1,[0 0 1 0],2
198252b95.jpg,1,[0 0 1 0],2
199da8fbc.jpg,0,[0 0 0 0],0
19a0beb1a.jpg,0,[0 0 0 0],0
19c3a9c48.jpg,1,[0 0 1 0],2
19c645c25.jpg,1,[0 0 1 0],2
19cf72d91.jpg,1,[1 0 0 0],0
19fd40586.jpg,0,[0 0 0 0],0
1a33e152d.jpg,1,[1 0 0 0],0
1a674eaaf.jpg,0,[0 0 0 0],0
1a70268d4.jpg,1,[1 0 0 0],0
1a77fb759.jpg,1,[0 0 0 1],3
1ab13a821.jpg,0,[0 0 0 0],0
1af650ab4.jpg,1,[0 0 1 0],2
1afbf2cc3.jpg,0,[0 0 0 0],0
1b4642fd5.jpg,1,[0 0 1 0],2
1b5427b35.jpg,1,[0 0 0 1],3
1b64a8b18.jpg,0,[0 0 0 0],0
1b64da256.jpg,0,[0 0 0 0],0
1b7d7eec6.jpg,0,[0 0 0 0],0
1b91eb9cb.jpg,0,[0 0 0 0],0
1b93e337a.jpg,1,[0 0 1 0],2
1bad143b0.jpg,0,[0 0 0 0],0
1bb1e1055.jpg,1,[0 0 1 0],2
1bdcc6338.jpg,1,[0 0 1 0],2
1be84c6a7.jpg,1,[0 0 1 0],2
1bea66c7a.jpg,1,[0 0 0 1],3
1bebe7eb7.jpg,0,[0 0 0 0],0
1bec34f9a.jpg,0,[0 0 0 0],0
1c29bf20f.jpg,0,[0 0 0 0],0
1c32b8c83.jpg,1,[0 0 1 0],2
1c3c26c17.jpg,0,[0 0 0 0],0
1c493aed1.jpg,1,[0 0 1 0],2
1c6625114.jpg,1,[0 0 1 0],2
1ca7f19cf.jpg,1,[0 0 1 0],2
1cb0a0a2f.jpg,0,[0 0 0 0],0
1cb290c38.jpg,0,[0 0 0 0],0
1d0861206.jpg,1,[1 0 0 0],0
1d13e99fc.jpg,0,[0 0 0 0],0
1d3b3b762.jpg,0,[0 0 0 0],0
1d3f3c69c.jpg,0,[0 0 0 0],0
1d4b011c7.jpg,0,[0 0 0 0],0
1d56ccf70.jpg,1,[0 0 1 0],2
1d5eeb9bd.jpg,1,[0 0 1 0],2
1d5f3ecb8.jpg,1,[0 0 1 0],2
1d69915c8.jpg,0,[0 0 0 0],0
1d71764d0.jpg,1,[0 0 0 1],3
1d7fb0fa8.jpg,0,[0 0 0 0],0
1dc68a7a7.jpg,1,[0 0 1 0],2
1dc8a43ce.jpg,1,[0 0 1 0],2
1dd219a5c.jpg,0,[0 0 0 0],0
1dd8107e9.jpg,1,[0 0 1 0],2
1dd828ff3.jpg,0,[0 0 0 0],0
1de3fbfda.jpg,1,[0 0 0 1],3
1dec24f86.jpg,0,[0 0 0 0],0
1e037a937.jpg,0,[0 0 0 0],0
1e1d1606e.jpg,1,[0 0 0 1],3
1e41bed39.jpg,0,[0 0 0 0],0
1e6ac8d91.jpg,0,[0 0 0 0],0
1e6d08dd9.jpg,0,[0 0 0 0],0
1e7893a11.jpg,1,[0 0 1 0],2
1e7b96509.jpg,1,[0 0 1 0],2
1e7c529a2.jpg,1,[0 0 1 0],2
1ea25d4fa.jpg,1,[0 0 1 0],2
1ebd7aba5.jpg,1,[0 0 1 0],2
1ecfcc78b.jpg,0,[0 0 0 0],0
1ee966a3e.jpg,0,[0 0 0 0],0
1eee7f0da.jpg,0,[0 0 0 0],0
1efdd626e.jpg,1,[1 0 0 0],0
1efff24a0.jpg,1,[0 0 1 0],2
1f06bd0a5.jpg,1,[1 0 0 0],0
1f9863963.jpg,1,[0 0 0 1],3
1f9b8e2e6.jpg,1,[0 0 1 0],2
1f9f854f3.jpg,0,[0 0 0 0],0
1fbde2708.jpg,0,[0 0 0 0],0
1fc4c5a4b.jpg,1,[0 0 1 0],2
1fe327594.jpg,1,[0 0 1 0],2
1ffe887dd.jpg,1,[1 1 0 0],0
200992bc9.jpg,1,[0 0 1 0],2
203935b70.jpg,0,[0 0 0 0],0
203f204d0.jpg,0,[0 0 0 0],0
205e05371.jpg,1,[0 0 1 0],2
20617dd9a.jpg,1,[0 0 1 0],2
207e88d4a.jpg,1,[0 0 1 0],2
208825e67.jpg,1,[0 0 1 0],2
20905c068.jpg,1,[0 0 1 0],2
20b08d99b.jpg,0,[0 0 0 0],0
20d742630.jpg,0,[0 0 0 0],0
20dec6c22.jpg,1,[0 0 1 0],2
211035d61.jpg,0,[0 0 0 0],0
2111e4f3f.jpg,1,[0 0 1 0],2
213b0d05f.jpg,0,[0 0 0 0],0
214465021.jpg,1,[0 1 0 0],1
214b9bd1a.jpg,1,[0 0 1 0],2
215dc201f.jpg,1,[0 0 1 0],2
215edd511.jpg,1,[0 1 0 0],1
2165057fa.jpg,0,[0 0 0 0],0
2176b94a5.jpg,1,[0 0 1 0],2
218bbc6fe.jpg,1,[0 0 1 0],2
219621d5d.jpg,1,[0 0 1 0],2
21a8354ac.jpg,0,[0 0 0 0],0
21ea71d4a.jpg,1,[0 0 1 0],2
21f157362.jpg,1,[0 0 1 0],2
22123f29f.jpg,1,[1 0 0 0],0
224e979b5.jpg,0,[0 0 0 0],0
226e7fd6c.jpg,1,[0 0 1 0],2
229906ed1.jpg,1,[0 0 1 0],2
22ac7041b.jpg,0,[0 0 0 0],0
22b2206c8.jpg,0,[0 0 0 0],0
22d94f944.jpg,0,[0 0 0 0],0
230ce1940.jpg,0,[0 0 0 0],0
234ba0510.jpg,1,[0 0 1 0],2
237a50f6f.jpg,0,[0 0 0 0],0
23d77b3df.jpg,1,[0 0 1 0],2
23e4a530a.jpg,1,[0 1 0 0],1
23e5dd080.jpg,1,[1 0 0 0],0
241cd2982.jpg,1,[0 0 1 0],2
24528b550.jpg,1,[0 0 1 0],2
2453b68e2.jpg,1,[0 0 1 0],2
249f5fa64.jpg,0,[0 0 0 0],0
249f9dfdd.jpg,1,[0 0 1 0],2
24a03ba27.jpg,0,[0 0 0 0],0
24ae96cd5.jpg,1,[0 0 0 1],3
24af86df2.jpg,0,[0 0 0 0],0
24c3b9e78.jpg,0,[0 0 0 0],0
24c9c291d.jpg,1,[0 0 1 0],2
24f34efc1.jpg,0,[0 0 0 0],0
2538237d0.jpg,0,[0 0 0 0],0
254f1326a.jpg,0,[0 0 0 0],0
255a79790.jpg,0,[0 0 0 0],0
256f19e24.jpg,0,[0 0 0 0],0
258890040.jpg,0,[0 0 0 0],0
2588f15b8.jpg,0,[0 0 0 0],0
259d812b3.jpg,1,[0 0 1 0],2
25bc3a693.jpg,0,[0 0 0 0],0
25c8f7153.jpg,1,[0 0 1 0],2
260928695.jpg,0,[0 0 0 0],0
261c6d458.jpg,1,[0 0 1 0],2
262d788d8.jpg,0,[0 0 0 0],0
263e60865.jpg,0,[0 0 0 0],0
26a5791d4.jpg,0,[0 0 0 0],0
26eecdd24.jpg,0,[0 0 0 0],0
27116d428.jpg,0,[0 0 0 0],0
271551c4f.jpg,1,[0 0 1 0],2
2722e2ba6.jpg,1,[0 0 1 0],2
2757df221.jpg,1,[0 0 0 1],3
278a21a00.jpg,1,[0 0 1 0],2
279b82aaf.jpg,1,[0 0 1 0],2
27b7ce725.jpg,1,[0 0 1 0],2
27bae6729.jpg,0,[0 0 0 0],0
27e291687.jpg,1,[0 0 1 0],2
27e3c4a82.jpg,0,[0 0 0 0],0
27fb17019.jpg,1,[0 0 1 0],2
282cd397d.jpg,1,[0 0 1 1],2
2866cf8b6.jpg,0,[0 0 0 0],0
289ea00a3.jpg,0,[0 0 0 0],0
28a6ef562.jpg,1,[0 0 1 0],2
28adb8aeb.jpg,1,[1 0 0 0],0
28b393fb3.jpg,0,[0 0 0 0],0
28d523b58.jpg,1,[1 0 0 0],0
28f005ffe.jpg,1,[0 0 1 0],2
2907229bf.jpg,0,[0 0 0 0],0
29124169b.jpg,1,[0 0 1 0],2
29242ac38.jpg,0,[0 0 0 0],0
29348cadb.jpg,0,[0 0 0 0],0
294adfb02.jpg,0,[0 0 0 0],0
294c646fd.jpg,1,[0 0 1 0],2
294eb0ae9.jpg,0,[0 0 0 0],0
2959d7fb1.jpg,1,[0 1 0 0],1
298329e69.jpg,0,[0 0 0 0],0
2999deba3.jpg,1,[0 0 1 0],2
29c2b4ded.jpg,0,[0 0 0 0],0
29c39b183.jpg,1,[1 0 1 0],0
29c3aaed7.jpg,0,[0 0 0 0],0
2a374ceaa.jpg,1,[0 0 1 0],2
2a407b8dd.jpg,1,[0 0 1 0],2
2a4e81982.jpg,1,[0 0 1 0],2
2a5fe1870.jpg,1,[0 0 1 0],2
2a6669d9a.jpg,1,[0 0 1 0],2
2a8bd4103.jpg,0,[0 0 0 0],0
2a9e93a87.jpg,1,[1 0 0 0],0
2ad931637.jpg,0,[0 0 0 0],0
2b1630571.jpg,0,[0 0 0 0],0
2b1f20578.jpg,1,[0 0 1 0],2
2b7315722.jpg,1,[0 0 1 0],2
2b8756d1b.jpg,1,[0 0 1 0],2
2b8dfbe0b.jpg,1,[1 0 0 0],0
2ba1f2a4d.jpg,0,[0 0 0 0],0
2bb9c8164.jpg,0,[0 0 0 0],0
2bca350a2.jpg,0,[0 0 0 0],0
2becf0002.jpg,0,[0 0 0 0],0
2c18ac76d.jpg,1,[1 0 0 0],0
2c213b074.jpg,0,[0 0 0 0],0
2c39e6ccb.jpg,1,[0 0 1 0],2
2c64d5644.jpg,1,[0 0 1 0],2
2c67e770e.jpg,0,[0 0 0 0],0
2c75ffa0e.jpg,0,[0 0 0 0],0
2c8ff99fc.jpg,0,[0 0 0 0],0
2ca3581f8.jpg,1,[0 0 1 0],2
2ccef61c3.jpg,1,[0 0 0 1],3
2cd7c2a1c.jpg,0,[0 0 0 0],0
2d196857a.jpg,1,[0 0 1 0],2
2d586fa43.jpg,0,[0 0 0 0],0
2d759a3be.jpg,0,[0 0 0 0],0
2d86d4f15.jpg,1,[0 0 1 0],2
2dc1484ee.jpg,0,[0 0 0 0],0
2decb23b0.jpg,1,[0 0 1 0],2
2df1da5bd.jpg,1,[0 0 1 0],2
2e0d5dde2.jpg,0,[0 0 0 0],0
2e4fefc28.jpg,1,[0 0 1 0],2
2e84c0c34.jpg,1,[0 0 1 0],2
2eb516639.jpg,0,[0 0 0 0],0
2ec4f0fa4.jpg,0,[0 0 0 0],0
2ede3bc01.jpg,1,[0 0 0 1],3
2ef6ad027.jpg,1,[0 0 1 0],2
2f2053eff.jpg,1,[0 0 1 0],2
2f3f663c0.jpg,0,[0 0 0 0],0
2f48dbf0f.jpg,0,[0 0 0 0],0
2f54e2c00.jpg,1,[0 0 0 1],3
2f6b7235e.jpg,1,[0 0 1 0],2
2f6c8eab7.jpg,0,[0 0 0 0],0
2f81193e3.jpg,1,[0 0 1 0],2
2f8559032.jpg,1,[0 0 0 1],3
2f8cf11d3.jpg,1,[0 0 1 0],2
2f9e0e905.jpg,0,[0 0 0 0],0
2fa3a9f3e.jpg,1,[0 0 1 0],2
2fa4df2ed.jpg,1,[0 0 1 0],2
2fb473bb4.jpg,0,[0 0 0 0],0
2fbe62c04.jpg,0,[0 0 0 0],0
2fd206b23.jpg,0,[0 0 0 0],0
2feb3983d.jpg,0,[0 0 0 0],0
301fc5e57.jpg,1,[0 0 1 0],2
3055bb5b8.jpg,1,[0 0 1 0],2
3057569fa.jpg,0,[0 0 0 0],0
308c978a7.jpg,1,[0 0 1 0],2
30a6a340c.jpg,1,[0 1 0 0],1
30d75e19b.jpg,0,[0 0 0 0],0
30e2ae8a6.jpg,1,[0 0 1 0],2
30e863a30.jpg,1,[0 0 1 0],2
30edb873c.jpg,0,[0 0 0 0],0
30fd94c0e.jpg,0,[0 0 0 0],0
30ff9d12e.jpg,0,[0 0 0 0],0
311f6c34f.jpg,1,[0 0 1 0],2
3125e8106.jpg,0,[0 0 0 0],0
31262e8f9.jpg,1,[0 0 1 0],2
312cbc2f8.jpg,0,[0 0 0 0],0
31450f104.jpg,0,[0 0 0 0],0
314558b5d.jpg,0,[0 0 0 0],0
3159ee27a.jpg,1,[0 0 1 0],2
316f0cc50.jpg,1,[0 0 1 0],2
31960a851.jpg,0,[0 0 0 0],0
31b2a69f4.jpg,0,[0 0 0 0],0
320557243.jpg,1,[1 0 0 0],0
3256b55d4.jpg,0,[0 0 0 0],0
32578d3e5.jpg,1,[0 0 1 0],2
32a6666a3.jpg,1,[0 0 1 0],2
333832839.jpg,1,[0 0 1 0],2
334f9e098.jpg,0,[0 0 0 0],0
33653ce7d.jpg,0,[0 0 0 0],0
338d3b828.jpg,1,[1 1 0 0],0
341952a36.jpg,0,[0 0 0 0],0
34913b58d.jpg,1,[1 0 0 0],0
34ada39f2.jpg,0,[0 0 0 0],0
34c77b57a.jpg,0,[0 0 0 0],0
34d73f3ad.jpg,1,[1 0 1 0],0
34ee04d85.jpg,1,[0 0 1 0],2
34f8faf6d.jpg,1,[0 0 1 0],2
351936382.jpg,1,[0 0 1 0],2
353aeef37.jpg,0,[0 0 0 0],0
354760e3e.jpg,1,[0 0 1 0],2
354bf035a.jpg,1,[0 0 0 1],3
354c2317a.jpg,0,[0 0 0 0],0
35e0b450a.jpg,0,[0 0 0 0],0
35e3e1f32.jpg,0,[0 0 0 0],0
35f1de28e.jpg,0,[0 0 0 0],0
35fdf5c15.jpg,1,[0 0 1 0],2
3604dfc38.jpg,1,[0 0 1 0],2
3615f1d69.jpg,0,[0 0 0 0],0
363eb9fdc.jpg,1,[0 0 1 0],2
366248602.jpg,0,[0 0 0 0],0
3672ac3e3.jpg,0,[0 0 0 0],0
36789516a.jpg,1,[0 0 1 0],2
36979a804.jpg,1,[1 0 0 0],0
369ac4b0a.jpg,1,[0 0 0 1],3
36a689ebf.jpg,1,[0 0 1 0],2
36da02b55.jpg,0,[0 0 0 0],0
36e512a45.jpg,1,[1 0 0 0],0
3740a6dd1.jpg,1,[0 0 1 0],2
376504c33.jpg,0,[0 0 0 0],0
37926dcdc.jpg,0,[0 0 0 0],0
37bbabd7a.jpg,0,[0 0 0 0],0
37bc122bd.jpg,1,[0 0 1 0],2
37df5752a.jpg,1,[1 0 0 0],0
37e15649e.jpg,0,[0 0 0 0],0
37f4c573f.jpg,1,[0 0 1 0],2
37f6b9fe0.jpg,0,[0 0 0 0],0
383d5f225.jpg,1,[0 0 1 0],2
385f291af.jpg,0,[0 0 0 0],0
385f6dc61.jpg,1,[0 0 1 0],2
38760254d.jpg,1,[0 0 1 0],2
38a8d41da.jpg,0,[0 0 0 0],0
38f68bc1c.jpg,0,[0 0 0 0],0
38f7b097e.jpg,1,[0 0 1 0],2
390e9ea29.jpg,1,[0 0 1 0],2
391d01045.jpg,0,[0 0 0 0],0
394852be1.jpg,0,[0 0 0 0],0
394edb848.jpg,1,[0 0 1 0],2
396851647.jpg,0,[0 0 0 0],0
3986e38ad.jpg,0,[0 0 0 0],0
398bf3c20.jpg,1,[0 0 1 0],2
3996e2b5c.jpg,0,[0 0 0 0],0
39ae1a183.jpg,1,[0 0 0 1],3
39b364beb.jpg,0,[0 0 0 0],0
39b8cb37a.jpg,1,[0 0 0 1],3
39deb3067.jpg,0,[0 0 0 0],0
39e365d3b.jpg,1,[0 0 1 0],2
39e4216eb.jpg,1,[0 0 1 0],2
3a0e5cad8.jpg,1,[0 0 1 0],2
3a14b011a.jpg,1,[0 0 1 0],2
3a6a4078f.jpg,1,[0 0 1 0],2
3a773f5e3.jpg,1,[0 0 1 0],2
3a98c37b5.jpg,0,[0 0 0 0],0
3a9967d61.jpg,0,[0 0 0 0],0
3a9bcbdbf.jpg,1,[0 0 0 1],3
3abba0c59.jpg,1,[0 0 1 0],2
3ac71c924.jpg,1,[0 0 1 0],2
